Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree,Fine Encoder Counts (6B),Fine Degree,Index Angle,Coarse Encoder Commands (4B),Fine Encoder Commands (4B)
2,000000,0.0,000000,-0.0,-0.0,0,2
3,000000,0.0,000000,-0.0,-0.0,0,2
4,000000,0.0,000000,-0.0,-0.0,0,2
4,000000,0.0,000000,-0.0,-0.0,0,2
6,000000,0.0,000000,-0.0,-0.0,0,2
7,000000,0.0,000000,-0.0,-0.0,0,2
8,000000,0.0,000000,-0.0,-0.0,0,2
9,000000,0.0,000000,-0.0,-0.0,0,2
10,000000,0.0,000000,-0.0,-0.0,0,2
11,000000,0.0,000000,-0.0,-0.0,0,2
12,000000,0.0,000000,-0.0,-0.0,0,2
13,000000,0.0,000000,-0.0,-0.0,0,2
14,000000,0.0,000000,-0.0,-0.0,0,2
15,000000,0.0,000000,-0.0,-0.0,0,2
16,000000,0.0,000000,-0.0,-0.0,0,2
17,000000,0.0,000000,-0.0,-0.0,0,2
18,000000,0.0,000000,-0.0,-0.0,0,2
19,000000,0.0,000000,-0.0,-0.0,0,2
20,000000,0.0,000000,-0.0,-0.0,0,2
21,000000,0.0,000000,-0.0,-0.0,0,2
22,000000,0.0,000000,-0.0,-0.0,0,2
23,000000,0.0,000000,-0.0,-0.0,0,2
24,000000,0.0,000000,-0.0,-0.0,0,2
25,000000,0.0,000000,-0.0,-0.0,0,2
26,000000,0.0,000000,-0.0,-0.0,0,2
27,000000,0.0,000000,-0.0,-0.0,0,2
28,000000,0.0,000000,-0.0,-0.0,0,2
29,000000,0.0,000000,-0.0,-0.0,0,2
30,000000,0.0,000000,-0.0,-0.0,0,2
31,000000,0.0,000000,-0.0,-0.0,0,2
32,000000,0.0,000000,-0.0,-0.0,0,2
33,000000,0.0,000000,-0.0,-0.0,0,2
34,000000,0.0,000000,-0.0,-0.0,0,2
35,000000,0.0,000000,-0.0,-0.0,0,2
36,000000,0.0,000000,-0.0,-0.0,0,2
37,000000,0.0,000000,-0.0,-0.0,0,2
38,000000,0.0,000000,-0.0,-0.0,0,2
39,000000,0.0,000000,-0.0,-0.0,0,2
40,000000,0.0,000000,-0.0,-0.0,0,2
41,000000,0.0,000000,-0.0,-0.0,0,2
42,000000,0.0,000000,-0.0,-0.0,0,2
43,000000,0.0,000000,-0.0,-0.0,0,2
44,000000,0.0,000000,-0.0,-0.0,0,2
45,000000,0.0,000000,-0.0,-0.0,0,2
46,000000,0.0,000000,-0.0,-0.0,0,2
47,000000,0.0,000000,-0.0,-0.0,0,2
48,000000,0.0,000000,-0.0,-0.0,0,2
49,000000,0.0,000000,-0.0,-0.0,0,2
50,000000,0.0,000000,-0.0,-0.0,0,2
51,000000,0.0,000000,-0.0,-0.0,0,2
52,000000,0.0,000000,-0.0,-0.0,0,2
53,000000,0.0,000000,-0.0,-0.0,0,2
54,000000,0.0,000000,-0.0,-0.0,0,2
55,000000,0.0,000000,-0.0,-0.0,0,2
56,000000,0.0,000000,-0.0,-0.0,0,2
57,000000,0.0,000000,-0.0,-0.0,0,2
58,000000,0.0,000000,-0.0,-0.0,0,2
59,000000,0.0,000000,-0.0,-0.0,0,2
60,000000,0.0,000000,-0.0,-0.0,0,2
61,000000,0.0,000000,-0.0,-0.0,0,2
62,000000,0.0,000000,-0.0,-0.0,0,2
63,000000,0.0,000000,-0.0,-0.0,0,2
64,000000,0.0,000000,-0.0,-0.0,0,2
65,000000,0.0,000000,-0.0,-0.0,0,2
66,000000,0.0,000000,-0.0,-0.0,0,2
67,000000,0.0,000000,-0.0,-0.0,0,2
68,000000,0.0,000000,-0.0,-0.0,0,2
69,000000,0.0,000000,-0.0,-0.0,0,2
70,000000,0.0,000000,-0.0,-0.0,0,2
71,000000,0.0,000000,-0.0,-0.0,0,2
72,000000,0.0,000000,-0.0,-0.0,0,2
73,000000,0.0,000000,-0.0,-0.0,0,2
74,000000,0.0,000000,-0.0,-0.0,0,2
75,000000,0.0,000000,-0.0,-0.0,0,2
76,000000,0.0,000000,-0.0,-0.0,0,2
77,000000,0.0,000000,-0.0,-0.0,0,2
78,000000,0.0,000000,-0.0,-0.0,0,2
79,000000,0.0,000000,-0.0,-0.0,0,2
80,000000,0.0,000000,-0.0,-0.0,0,2
81,000000,0.0,000000,-0.0,-0.0,0,2
82,000000,0.0,000000,-0.0,-0.0,0,2
83,000000,0.0,000000,-0.0,-0.0,0,2
84,000000,0.0,000000,-0.0,-0.0,0,2
85,000000,0.0,000000,-0.0,-0.0,0,2
86,000000,0.0,000000,-0.0,-0.0,0,2
87,000000,0.0,000000,-0.0,-0.0,0,2
88,000000,0.0,000000,-0.0,-0.0,0,2
89,000000,0.0,000000,-0.0,-0.0,0,2
90,000000,0.0,000000,-0.0,-0.0,0,2
91,000000,0.0,000000,-0.0,-0.0,0,2
92,000000,0.0,000000,-0.0,-0.0,0,2
93,000000,0.0,000000,-0.0,-0.0,0,2
94,000000,0.0,000000,-0.0,-0.0,0,2
95,000000,0.0,000000,-0.0,-0.0,0,2
96,000000,0.0,000000,-0.0,-0.0,0,2
97,000000,0.0,000000,-0.0,-0.0,0,2
98,000000,0.0,000000,-0.0,-0.0,0,2
99,000000,0.0,000000,-0.0,-0.0,0,2
100,000000,0.0,000000,-0.0,-0.0,0,2
101,000000,0.0,000000,-0.0,-0.0,0,2
102,000000,0.0,000000,-0.0,-0.0,0,2
103,000000,0.0,000000,-0.0,-0.0,0,2
104,000000,0.0,000000,-0.0,-0.0,0,2
105,000000,0.0,000000,-0.0,-0.0,0,2
106,000000,0.0,000000,-0.0,-0.0,0,2
107,000000,0.0,000000,-0.0,-0.0,0,2
108,000000,0.0,000000,-0.0,-0.0,0,2
109,000000,0.0,000000,-0.0,-0.0,0,2
110,000000,0.0,000000,-0.0,-0.0,0,2
111,000000,0.0,000000,-0.0,-0.0,0,2
112,000000,0.0,000000,-0.0,-0.0,0,2
113,000000,0.0,000000,-0.0,-0.0,0,2
114,000000,0.0,000000,-0.0,-0.0,0,2
115,000000,0.0,000000,-0.0,-0.0,0,2
116,000000,0.0,000000,-0.0,-0.0,0,2
117,000000,0.0,000000,-0.0,-0.0,0,2
118,000000,0.0,000000,-0.0,-0.0,0,2
119,000000,0.0,000000,-0.0,-0.0,0,2
120,000000,0.0,000000,-0.0,-0.0,0,2
121,000000,0.0,000000,-0.0,-0.0,0,2
122,000000,0.0,000000,-0.0,-0.0,0,2
123,000000,0.0,000000,-0.0,-0.0,0,2
124,000000,0.0,000000,-0.0,-0.0,0,2
125,000000,0.0,000000,-0.0,-0.0,0,2
126,000000,0.0,000000,-0.0,-0.0,0,2
127,000000,0.0,000000,-0.0,-0.0,0,2
128,000000,0.0,000000,-0.0,-0.0,0,2
129,000000,0.0,000000,-0.0,-0.0,0,2
130,000000,0.0,000000,-0.0,-0.0,0,2
131,000000,0.0,000000,-0.0,-0.0,0,2
132,000000,0.0,000000,-0.0,-0.0,0,2
133,000000,0.0,000000,-0.0,-0.0,0,2
134,000000,0.0,000000,-0.0,-0.0,0,2
135,000000,0.0,000000,-0.0,-0.0,0,2
136,000000,0.0,000000,-0.0,-0.0,0,2
137,000000,0.0,000000,-0.0,-0.0,0,2
138,000000,0.0,000000,-0.0,-0.0,0,2
139,000000,0.0,000000,-0.0,-0.0,0,2
140,000000,0.0,000000,-0.0,-0.0,0,2
141,000000,0.0,000000,-0.0,-0.0,0,2
142,000000,0.0,000000,-0.0,-0.0,0,2
143,000000,0.0,000000,-0.0,-0.0,0,2
144,000000,0.0,000000,-0.0,-0.0,0,2
145,000000,0.0,000000,-0.0,-0.0,0,2
146,000000,0.0,000000,-0.0,-0.0,0,2
147,000000,0.0,000000,-0.0,-0.0,0,2
148,000000,0.0,000000,-0.0,-0.0,0,2
149,000000,0.0,000000,-0.0,-0.0,0,2
150,000000,0.0,000000,-0.0,-0.0,0,2
151,000000,0.0,000000,-0.0,-0.0,0,2
152,000000,0.0,000000,-0.0,-0.0,0,2
153,000000,0.0,000000,-0.0,-0.0,0,2
154,000000,0.0,000000,-0.0,-0.0,0,2
155,000000,0.0,000000,-0.0,-0.0,0,2
156,000000,0.0,000000,-0.0,-0.0,0,2
157,000000,0.0,000000,-0.0,-0.0,0,2
158,000000,0.0,000000,-0.0,-0.0,0,2
159,000000,0.0,000000,-0.0,-0.0,0,2
160,000000,0.0,000000,-0.0,-0.0,0,2
161,000000,0.0,000000,-0.0,-0.0,0,2
162,000000,0.0,000000,-0.0,-0.0,0,2
163,000000,0.0,000000,-0.0,-0.0,0,2
164,000000,0.0,000000,-0.0,-0.0,0,2
165,000000,0.0,000000,-0.0,-0.0,0,2
166,000000,0.0,000000,-0.0,-0.0,0,2
167,000000,0.0,000000,-0.0,-0.0,0,2
168,000000,0.0,000000,-0.0,-0.0,0,2
169,000000,0.0,000000,-0.0,-0.0,0,2
170,000000,0.0,000000,-0.0,-0.0,0,2
171,000000,0.0,000000,-0.0,-0.0,0,2
172,000000,0.0,000000,-0.0,-0.0,0,2
173,000000,0.0,000000,-0.0,-0.0,0,2
174,000000,0.0,000000,-0.0,-0.0,0,2
175,000000,0.0,000000,-0.0,-0.0,0,2
176,000000,0.0,000000,-0.0,-0.0,0,2
177,000000,0.0,000000,-0.0,-0.0,0,2
178,000000,0.0,000000,-0.0,-0.0,0,2
179,000000,0.0,000000,-0.0,-0.0,0,2
180,000000,0.0,000000,-0.0,-0.0,0,2
181,000000,0.0,000000,-0.0,-0.0,0,2
182,000000,0.0,000000,-0.0,-0.0,0,2
183,000000,0.0,000000,-0.0,-0.0,0,2
184,000000,0.0,000000,-0.0,-0.0,0,2
185,000000,0.0,000000,-0.0,-0.0,0,2
186,000000,0.0,000000,-0.0,-0.0,0,2
187,000000,0.0,000000,-0.0,-0.0,0,2
188,000000,0.0,000000,-0.0,-0.0,0,2
189,000000,0.0,000000,-0.0,-0.0,0,2
190,000000,0.0,000000,-0.0,-0.0,0,2
191,000000,0.0,000000,-0.0,-0.0,0,2
192,000000,0.0,000000,-0.0,-0.0,0,2
193,000000,0.0,000000,-0.0,-0.0,0,2
194,000000,0.0,000000,-0.0,-0.0,0,2
195,000000,0.0,000000,-0.0,-0.0,0,2
196,000000,0.0,000000,-0.0,-0.0,0,2
197,000000,0.0,000000,-0.0,-0.0,0,2
198,000000,0.0,000000,-0.0,-0.0,0,2
199,000000,0.0,000000,-0.0,-0.0,0,2
200,000000,0.0,000000,-0.0,-0.0,0,2
201,000000,0.0,000000,-0.0,-0.0,0,2
202,000000,0.0,000000,-0.0,-0.0,0,2
203,000000,0.0,000000,-0.0,-0.0,0,2
204,000000,0.0,000000,-0.0,-0.0,0,2
205,000000,0.0,000000,-0.0,-0.0,0,2
206,000000,0.0,000000,-0.0,-0.0,0,2
207,000000,0.0,000000,-0.0,-0.0,0,2
208,000000,0.0,000000,-0.0,-0.0,0,2
209,000000,0.0,000000,-0.0,-0.0,0,2
210,000000,0.0,000000,-0.0,-0.0,0,2
211,000000,0.0,000000,-0.0,-0.0,0,2
212,000000,0.0,000000,-0.0,-0.0,0,2
213,000000,0.0,000000,-0.0,-0.0,0,2
214,000000,0.0,000000,-0.0,-0.0,0,2
215,000000,0.0,000000,-0.0,-0.0,0,2
216,000000,0.0,000000,-0.0,-0.0,0,2
217,000000,0.0,000000,-0.0,-0.0,0,2
218,000000,0.0,000000,-0.0,-0.0,0,2
219,000000,0.0,000000,-0.0,-0.0,0,2
220,000000,0.0,000000,-0.0,-0.0,0,2
221,000000,0.0,000000,-0.0,-0.0,0,2
222,000000,0.0,000000,-0.0,-0.0,0,2
223,000000,0.0,000000,-0.0,-0.0,0,2
224,000000,0.0,000000,-0.0,-0.0,0,2
225,000000,0.0,000000,-0.0,-0.0,0,2
226,000000,0.0,000000,-0.0,-0.0,0,2
227,000000,0.0,000000,-0.0,-0.0,0,2
228,000000,0.0,000000,-0.0,-0.0,0,2
229,000000,0.0,000000,-0.0,-0.0,0,2
230,000000,0.0,000000,-0.0,-0.0,0,2
231,000000,0.0,000000,-0.0,-0.0,0,2
232,000000,0.0,000000,-0.0,-0.0,0,2
233,000000,0.0,000000,-0.0,-0.0,0,2
234,000000,0.0,000000,-0.0,-0.0,0,2
235,000000,0.0,000000,-0.0,-0.0,0,2
236,000000,0.0,000000,-0.0,-0.0,0,2
237,000000,0.0,000000,-0.0,-0.0,0,2
238,000000,0.0,000000,-0.0,-0.0,0,2
239,000000,0.0,000000,-0.0,-0.0,0,2
240,000000,0.0,000000,-0.0,-0.0,0,2
241,000000,0.0,000000,-0.0,-0.0,0,2
242,000000,0.0,000000,-0.0,-0.0,0,2
243,000000,0.0,000000,-0.0,-0.0,0,2
244,000000,0.0,000000,-0.0,-0.0,0,2
245,000000,0.0,000000,-0.0,-0.0,0,2
246,000000,0.0,000000,-0.0,-0.0,0,2
247,000000,0.0,000000,-0.0,-0.0,0,2
248,000000,0.0,000000,-0.0,-0.0,0,2
249,000000,0.0,000000,-0.0,-0.0,0,2
250,000000,0.0,000000,-0.0,-0.0,0,2
251,000000,0.0,000000,-0.0,-0.0,0,2
252,000000,0.0,000000,-0.0,-0.0,0,2
253,000000,0.0,000000,-0.0,-0.0,0,2
254,000000,0.0,000000,-0.0,-0.0,0,2
255,000000,0.0,000000,-0.0,-0.0,0,2
256,000000,0.0,000000,-0.0,-0.0,0,2
257,000000,0.0,000000,-0.0,-0.0,0,2
258,000000,0.0,000000,-0.0,-0.0,0,2
259,000000,0.0,000000,-0.0,-0.0,0,2
260,000000,0.0,000000,-0.0,-0.0,0,2
261,000000,0.0,000000,-0.0,-0.0,0,2
262,000000,0.0,000000,-0.0,-0.0,0,2
263,000000,0.0,000000,-0.0,-0.0,0,2
264,000000,0.0,000000,-0.0,-0.0,0,2
265,000000,0.0,000000,-0.0,-0.0,0,2
266,000000,0.0,000000,-0.0,-0.0,0,2
267,000000,0.0,000000,-0.0,-0.0,0,2
268,000000,0.0,000000,-0.0,-0.0,0,2
269,000000,0.0,000000,-0.0,-0.0,0,2
270,000000,0.0,000000,-0.0,-0.0,0,2
271,000000,0.0,000000,-0.0,-0.0,0,2
272,000000,0.0,000000,-0.0,-0.0,0,2
273,000000,0.0,000000,-0.0,-0.0,0,2
274,000000,0.0,000000,-0.0,-0.0,0,2
275,000000,0.0,000000,-0.0,-0.0,0,2
276,000000,0.0,000000,-0.0,-0.0,0,2
277,000000,0.0,000000,-0.0,-0.0,0,2
278,000000,0.0,000000,-0.0,-0.0,0,2
279,000000,0.0,000000,-0.0,-0.0,0,2
280,000000,0.0,000000,-0.0,-0.0,0,2
281,000000,0.0,000000,-0.0,-0.0,0,2
282,000000,0.0,000000,-0.0,-0.0,0,2
283,000000,0.0,000000,-0.0,-0.0,0,2
284,000000,0.0,000000,-0.0,-0.0,0,2
285,000000,0.0,000000,-0.0,-0.0,0,2
286,000000,0.0,000000,-0.0,-0.0,0,2
287,000000,0.0,000000,-0.0,-0.0,0,2
288,000000,0.0,000000,-0.0,-0.0,0,2
289,000000,0.0,000000,-0.0,-0.0,0,2
290,000000,0.0,000000,-0.0,-0.0,0,2
291,000000,0.0,000000,-0.0,-0.0,0,2
292,000000,0.0,000000,-0.0,-0.0,0,2
293,000000,0.0,000000,-0.0,-0.0,0,2
294,000000,0.0,000000,-0.0,-0.0,0,2
295,000000,0.0,000000,-0.0,-0.0,0,2
296,000000,0.0,000000,-0.0,-0.0,0,2
297,000000,0.0,000000,-0.0,-0.0,0,2
298,000000,0.0,000000,-0.0,-0.0,0,2
299,000000,0.0,000000,-0.0,-0.0,0,2
300,000000,0.0,000000,-0.0,-0.0,0,2
301,000000,0.0,000000,-0.0,-0.0,0,2
302,000000,0.0,000000,-0.0,-0.0,0,2
303,000000,0.0,000000,-0.0,-0.0,0,2
304,000000,0.0,000000,-0.0,-0.0,0,2
305,000000,0.0,000000,-0.0,-0.0,0,2
306,000000,0.0,000000,-0.0,-0.0,0,2
307,000000,0.0,000000,-0.0,-0.0,0,2
308,000000,0.0,000000,-0.0,-0.0,0,2
309,000000,0.0,000000,-0.0,-0.0,0,2
310,000000,0.0,000000,-0.0,-0.0,0,2
311,000000,0.0,000000,-0.0,-0.0,0,2
312,000000,0.0,000000,-0.0,-0.0,0,2
313,000000,0.0,000000,-0.0,-0.0,0,2
314,000000,0.0,000000,-0.0,-0.0,0,2
315,000000,0.0,000000,-0.0,-0.0,0,2
316,000000,0.0,000000,-0.0,-0.0,0,2
317,000000,0.0,000000,-0.0,-0.0,0,2
318,000000,0.0,000000,-0.0,-0.0,0,2
319,000000,0.0,000000,-0.0,-0.0,0,2
320,000000,0.0,000000,-0.0,-0.0,0,2
321,000000,0.0,000000,-0.0,-0.0,0,2
322,000000,0.0,000000,-0.0,-0.0,0,2
323,000000,0.0,000000,-0.0,-0.0,0,2
324,000000,0.0,000000,-0.0,-0.0,0,2
325,000000,0.0,000000,-0.0,-0.0,0,2
326,000000,0.0,000000,-0.0,-0.0,0,2
327,000000,0.0,000000,-0.0,-0.0,0,2
328,000000,0.0,000000,-0.0,-0.0,0,2
329,000000,0.0,000000,-0.0,-0.0,0,2
330,000000,0.0,000000,-0.0,-0.0,0,2
331,000000,0.0,000000,-0.0,-0.0,0,2
332,000000,0.0,000000,-0.0,-0.0,0,2
333,000000,0.0,000000,-0.0,-0.0,0,2
334,000000,0.0,000000,-0.0,-0.0,0,2
335,000000,0.0,000000,-0.0,-0.0,0,2
336,000000,0.0,000000,-0.0,-0.0,0,2
337,000000,0.0,000000,-0.0,-0.0,0,2
338,000000,0.0,000000,-0.0,-0.0,0,2
339,000000,0.0,000000,-0.0,-0.0,0,2
340,000000,0.0,000000,-0.0,-0.0,0,2
341,000000,0.0,000000,-0.0,-0.0,0,2
342,000000,0.0,000000,-0.0,-0.0,0,2
343,000000,0.0,000000,-0.0,-0.0,0,2
344,000000,0.0,000000,-0.0,-0.0,0,2
345,000000,0.0,000000,-0.0,-0.0,0,2
346,000000,0.0,000000,-0.0,-0.0,0,2
347,000000,0.0,000000,-0.0,-0.0,0,2
348,000000,0.0,000000,-0.0,-0.0,0,2
349,000000,0.0,000000,-0.0,-0.0,0,2
350,000000,0.0,000000,-0.0,-0.0,0,2
351,000000,0.0,000000,-0.0,-0.0,0,2
352,000000,0.0,000000,-0.0,-0.0,0,2
353,000000,0.0,000000,-0.0,-0.0,0,2
354,000000,0.0,000000,-0.0,-0.0,0,2
355,000000,0.0,000000,-0.0,-0.0,0,2
356,000000,0.0,000000,-0.0,-0.0,0,2
357,000000,0.0,000000,-0.0,-0.0,0,2
358,000000,0.0,000000,-0.0,-0.0,0,2
359,000000,0.0,000000,-0.0,-0.0,0,2
360,000000,0.0,000000,-0.0,-0.0,0,2
361,000000,0.0,000000,-0.0,-0.0,0,2
362,000000,0.0,000000,-0.0,-0.0,0,2
363,000000,0.0,000000,-0.0,-0.0,0,2
364,000000,0.0,000000,-0.0,-0.0,0,2
365,000000,0.0,000000,-0.0,-0.0,0,2
366,000000,0.0,000000,-0.0,-0.0,0,2
367,000000,0.0,000000,-0.0,-0.0,0,2
368,000000,0.0,000000,-0.0,-0.0,0,2
369,000000,0.0,000000,-0.0,-0.0,0,2
370,000000,0.0,000000,-0.0,-0.0,0,2
371,000000,0.0,000000,-0.0,-0.0,0,2
372,000000,0.0,000000,-0.0,-0.0,0,2
373,000000,0.0,000000,-0.0,-0.0,0,2
374,000000,0.0,000000,-0.0,-0.0,0,2
375,000000,0.0,000000,-0.0,-0.0,0,2
376,000000,0.0,000000,-0.0,-0.0,0,2
377,000000,0.0,000000,-0.0,-0.0,0,2
378,000000,0.0,000000,-0.0,-0.0,0,2
379,000000,0.0,000000,-0.0,-0.0,0,2
380,000000,0.0,000000,-0.0,-0.0,0,2
381,000000,0.0,000000,-0.0,-0.0,0,2
382,000000,0.0,000000,-0.0,-0.0,0,2
383,000000,0.0,000000,-0.0,-0.0,0,2
384,000000,0.0,000000,-0.0,-0.0,0,2
385,000000,0.0,000000,-0.0,-0.0,0,2
386,000000,0.0,000000,-0.0,-0.0,0,2
387,000000,0.0,000000,-0.0,-0.0,0,2
388,000000,0.0,000000,-0.0,-0.0,0,2
389,000000,0.0,000000,-0.0,-0.0,0,2
390,000000,0.0,000000,-0.0,-0.0,0,2
391,000000,0.0,000000,-0.0,-0.0,0,2
392,000000,0.0,000000,-0.0,-0.0,0,2
393,000000,0.0,000000,-0.0,-0.0,0,2
394,000000,0.0,000000,-0.0,-0.0,0,2
395,000000,0.0,000000,-0.0,-0.0,0,2
396,000000,0.0,000000,-0.0,-0.0,0,2
397,000000,0.0,000000,-0.0,-0.0,0,2
398,000000,0.0,000000,-0.0,-0.0,0,2
399,000000,0.0,000000,-0.0,-0.0,0,2
400,000000,0.0,000000,-0.0,-0.0,0,2
401,000000,0.0,000000,-0.0,-0.0,0,2
402,000000,0.0,000000,-0.0,-0.0,0,2
403,000000,0.0,000000,-0.0,-0.0,0,2
404,000000,0.0,000000,-0.0,-0.0,0,2
405,000000,0.0,000000,-0.0,-0.0,0,2
406,000000,0.0,000000,-0.0,-0.0,0,2
407,000000,0.0,000000,-0.0,-0.0,0,2
408,000000,0.0,000000,-0.0,-0.0,0,2
409,000000,0.0,000000,-0.0,-0.0,0,2
410,000000,0.0,000000,-0.0,-0.0,0,2
411,000000,0.0,000000,-0.0,-0.0,0,2
412,000000,0.0,000000,-0.0,-0.0,0,2
413,000000,0.0,000000,-0.0,-0.0,0,2
414,000000,0.0,000000,-0.0,-0.0,0,2
415,000000,0.0,000000,-0.0,-0.0,0,2
416,000000,0.0,000000,-0.0,-0.0,0,2
417,000000,0.0,000000,-0.0,-0.0,0,2
418,000000,0.0,000000,-0.0,-0.0,0,2
419,000000,0.0,000000,-0.0,-0.0,0,2
420,000000,0.0,000000,-0.0,-0.0,0,2
421,000000,0.0,000000,-0.0,-0.0,0,2
422,000000,0.0,000000,-0.0,-0.0,0,2
423,000000,0.0,000000,-0.0,-0.0,0,2
424,000000,0.0,000000,-0.0,-0.0,0,2
425,000000,0.0,000000,-0.0,-0.0,0,2
426,000000,0.0,000000,-0.0,-0.0,0,2
427,000000,0.0,000000,-0.0,-0.0,0,2
428,000000,0.0,000000,-0.0,-0.0,0,2
429,000000,0.0,000000,-0.0,-0.0,0,2
430,000000,0.0,000000,-0.0,-0.0,0,2
431,000000,0.0,000000,-0.0,-0.0,0,2
432,000000,0.0,000000,-0.0,-0.0,0,2
433,000000,0.0,000000,-0.0,-0.0,0,2
434,000000,0.0,000000,-0.0,-0.0,0,2
435,000000,0.0,000000,-0.0,-0.0,0,2
436,000000,0.0,000000,-0.0,-0.0,0,2
437,000000,0.0,000000,-0.0,-0.0,0,2
438,000000,0.0,000000,-0.0,-0.0,0,2
439,000000,0.0,000000,-0.0,-0.0,0,2
440,000000,0.0,000000,-0.0,-0.0,0,2
441,000000,0.0,000000,-0.0,-0.0,0,2
442,000000,0.0,000000,-0.0,-0.0,0,2
443,000000,0.0,000000,-0.0,-0.0,0,2
444,000000,0.0,000000,-0.0,-0.0,0,2
445,000000,0.0,000000,-0.0,-0.0,0,2
446,000000,0.0,000000,-0.0,-0.0,0,2
447,000000,0.0,000000,-0.0,-0.0,0,2
448,000000,0.0,000000,-0.0,-0.0,0,2
449,000000,0.0,000000,-0.0,-0.0,0,2
450,000000,0.0,000000,-0.0,-0.0,0,2
451,000000,0.0,000000,-0.0,-0.0,0,2
452,000000,0.0,000000,-0.0,-0.0,0,2
453,000000,0.0,000000,-0.0,-0.0,0,2
454,000000,0.0,000000,-0.0,-0.0,0,2
455,000000,0.0,000000,-0.0,-0.0,0,2
456,000000,0.0,000000,-0.0,-0.0,0,2
457,000000,0.0,000000,-0.0,-0.0,0,2
458,000000,0.0,000000,-0.0,-0.0,0,2
459,000000,0.0,000000,-0.0,-0.0,0,2
460,000000,0.0,000000,-0.0,-0.0,0,2
461,000000,0.0,000000,-0.0,-0.0,0,2
462,000000,0.0,000000,-0.0,-0.0,0,2
463,000000,0.0,000000,-0.0,-0.0,0,2
464,000000,0.0,000000,-0.0,-0.0,0,2
465,000000,0.0,000000,-0.0,-0.0,0,2
466,000000,0.0,000000,-0.0,-0.0,0,2
467,000000,0.0,000000,-0.0,-0.0,0,2
468,000000,0.0,000000,-0.0,-0.0,0,2
469,000000,0.0,000000,-0.0,-0.0,0,2
470,000000,0.0,000000,-0.0,-0.0,0,2
471,000000,0.0,000000,-0.0,-0.0,0,2
472,000000,0.0,000000,-0.0,-0.0,0,2
473,000000,0.0,000000,-0.0,-0.0,0,2
474,000000,0.0,000000,-0.0,-0.0,0,2
475,000000,0.0,000000,-0.0,-0.0,0,2
476,000000,0.0,000000,-0.0,-0.0,0,2
477,000000,0.0,000000,-0.0,-0.0,0,2
478,000000,0.0,000000,-0.0,-0.0,0,2
479,000000,0.0,000000,-0.0,-0.0,0,2
480,000000,0.0,000000,-0.0,-0.0,0,2
481,000000,0.0,000000,-0.0,-0.0,0,2
482,000000,0.0,000000,-0.0,-0.0,0,2
483,000000,0.0,000000,-0.0,-0.0,0,2
484,000000,0.0,000000,-0.0,-0.0,0,2
485,000000,0.0,000000,-0.0,-0.0,0,2
486,000000,0.0,000000,-0.0,-0.0,0,2
487,000000,0.0,000000,-0.0,-0.0,0,2
488,000000,0.0,000000,-0.0,-0.0,0,2
489,000000,0.0,000000,-0.0,-0.0,0,2
490,000000,0.0,000000,-0.0,-0.0,0,2
491,000000,0.0,000000,-0.0,-0.0,0,2
492,000000,0.0,000000,-0.0,-0.0,0,2
493,000000,0.0,000000,-0.0,-0.0,0,2
494,000000,0.0,000000,-0.0,-0.0,0,2
495,000000,0.0,000000,-0.0,-0.0,0,2
496,000000,0.0,000000,-0.0,-0.0,0,2
497,000000,0.0,000000,-0.0,-0.0,0,2
498,000000,0.0,000000,-0.0,-0.0,0,2
499,000000,0.0,000000,-0.0,-0.0,0,2
500,000000,0.0,000000,-0.0,-0.0,0,2
501,000000,0.0,000000,-0.0,-0.0,0,2
502,000000,0.0,000000,-0.0,-0.0,0,2
503,000000,0.0,000000,-0.0,-0.0,0,2
504,000000,0.0,000000,-0.0,-0.0,0,2
505,000000,0.0,000000,-0.0,-0.0,0,2
506,000000,0.0,000000,-0.0,-0.0,0,2
507,000000,0.0,000000,-0.0,-0.0,0,2
508,000000,0.0,000000,-0.0,-0.0,0,2
509,000000,0.0,000000,-0.0,-0.0,0,2
510,000000,0.0,000000,-0.0,-0.0,0,2
511,000000,0.0,000000,-0.0,-0.0,0,2
512,000000,0.0,000000,-0.0,-0.0,0,2
513,000000,0.0,000000,-0.0,-0.0,0,2
514,000000,0.0,000000,-0.0,-0.0,0,2
515,000000,0.0,000000,-0.0,-0.0,0,2
516,000000,0.0,000000,-0.0,-0.0,0,2
517,000000,0.0,000000,-0.0,-0.0,0,2
518,000000,0.0,000000,-0.0,-0.0,0,2
519,000000,0.0,000000,-0.0,-0.0,0,2
520,000000,0.0,000000,-0.0,-0.0,0,2
521,000000,0.0,000000,-0.0,-0.0,0,2
522,000000,0.0,000000,-0.0,-0.0,0,2
523,000000,0.0,000000,-0.0,-0.0,0,2
524,000000,0.0,000000,-0.0,-0.0,0,2
525,000000,0.0,000000,-0.0,-0.0,0,2
526,000000,0.0,000000,-0.0,-0.0,0,2
527,000000,0.0,000000,-0.0,-0.0,0,2
528,000000,0.0,000000,-0.0,-0.0,0,2
529,000000,0.0,000000,-0.0,-0.0,0,2
530,000000,0.0,000000,-0.0,-0.0,0,2
531,000000,0.0,000000,-0.0,-0.0,0,2
532,000000,0.0,000000,-0.0,-0.0,0,2
533,000000,0.0,000000,-0.0,-0.0,0,2
534,000000,0.0,000000,-0.0,-0.0,0,2
535,000000,0.0,000000,-0.0,-0.0,0,2
